"Product Name","Permalink","Product URL","Description","Type","Price","Sale Price","Weight","Weight Unit","Height","Height Unit","Width","Width Unit","Length","Length Unit","Category","Tag","Featured Image","Product Gallery","Tax Status","Tax Class","Shipping Class","Stock Status","WordPress SEO - Focus Keyword","WordPress SEO - Meta Description","WordPress SEO - SEO Title","WordPress SEO - Google+ Description","WordPress SEO - Facebook Description"
"Spray Scan 3D","http://www.the3dshopworld.com/e-shop/scanners-3d/spray-scan-3d/","http://www.the3dshopworld.com/e-shop/scanners-3d/spray-scan-3d/","","Simple Product","38,90","","5","kg","","","","","","","Scanners","","http://www.the3dshopworld.com/wp-content/uploads/2016/02/Spray-scan-3D.jpg",,"Taxable","",,"In Stock","","","","",""
